RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301061,GSOR301061,I-Geo-Tze,,NSFTV68,IRGC117754,1882685,5.4,14,0,1,2,4,98,4,5.5,2.4,32.91,1,87,7,8.7,,
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301062,GSOR301062,IAC 25,Brazil,NSFTV69,IRGC19642,1882686,5.1,25,0,1.8,2,4,93,2,6.9,2.4,21.77,4,114,3,8.1,9.3,22
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301063,GSOR301063,Iguape Cateto,Haiti,NSFTV70,IRGC4122,1882687,4.5,20,0,2,2,4,91,2,6.3,2.7,23.83,5,128,3,11.2,8.64,22
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301064,GSOR301064,IR 36,Philippines,NSFTV71,IRGC30416,1882688,6.9,25,0,1,2,5,101,2,5.8,2.4,25.67,2,99,3,7.7,8,24
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301065,GSOR301065,IR 8,Philippines,NSFTV72,PI312627,1882689,7,24,0,4.5,2,5,108,2,6.3,2.4,18.93,2,91,3,9.1,8.42,24
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301066,GSOR301066,IRAT 177,French Guiana,NSFTV73,GID 58752,1882690,2.3,26,0,2.5,2,4,91,2,7.3,2.6,23.64,3,103,3,7.7,9.9,16
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301067,GSOR301067,IRGA 409,Brazil,NSFTV74,IRGC77483,1882691,7,10,0,6.5,2,4,99,6,6.9,2,27.83,3,104,5,7.3,9.52,26
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301068,GSOR301068,Jambu,Indonesia,NSFTV75,PI653079,1882692,5.4,26,5,4,2,3,88,2,5.7,2.7,16.1,6,132,3,0,7.99,20
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301069,GSOR301069,Jaya,India,NSFTV76,IRGC11099,1882693,7,25,0,1,2,6,110,2,6.4,2.6,24.4,2,94,3,8.4,8.56,26
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301070,GSOR301070,JC149,India,NSFTV77,PI403583,1882694,7,11,0,5.5,2,7,125,6,5.3,2.7,22.51,7,145,3,8.1,7.37,24
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301071,GSOR301071,Jhona 349,India,NSFTV78,IRGC6307,1882695,5.1,20,0,3,2,4,99,2,6.5,2.3,24.89,6,134,7,9.3,9.18,27
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301072,GSOR301072,Jouiku 393G,Japan,NSFTV79,PI653098,1882696,6.5,27,1,6.5,2,2,76,2,6.1,2.8,15.53,2,91,3,7.6,8.56,14
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301073,GSOR301073,K 65,Suriname,NSFTV80,PI276884,1882697,5.4,0,0,3,2,6,111,2,7.2,2.1,37.78,3,106,3,8.3,9.08,26
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301074,GSOR301074,Kalamkati,India,NSFTV81,IRGC45975,1882698,5.2,1,0,5,2,3,83,2,7,2.2,27.57,6,139,7,8.9,9.5,26
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301075,GSOR301075,Kamenoo,Japan,NSFTV83,PI403629,1882699,6.5,25,0,2.5,2,2,79,2,4.9,2.9,17.64,3,107,3,8.4,6.94,15
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301076,GSOR301076,Kaniranga,Indonesia,NSFTV84,IRGC9145,1882700,5.4,22,7,1.5,2,3,89,2,5.4,2.8,20.65,6,133,5,7.9,7.86,21
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301077,GSOR301077,Kasalath,India,NSFTV85,HO1195,1882701,4.6,0,7,2.5,5,5,101,2,5.2,2.2,23.09,7,143,7,8.2,7.38,26
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301078,GSOR301078,Kaw Luyoeng,,NSFTV86,IRGC126368,1882702,7,20,0,5.5,2,4,97,5,6.9,3.1,22.99,4,112,1,9.1,,
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301079,GSOR301079,Keriting Tingii,Indonesia,NSFTV87,PI653081,1882703,6.6,17,0,2,2,5,101,5,6.4,2.9,29.62,4,111,3,8.8,8.61,0
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301080,GSOR301080,Khao Gaew,Thailand,NSFTV88,PI653082,1882704,5.9,17,0,3.5,2,4,92,2,5.2,2.5,22.39,6,137,5,9.2,7.25,25
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301081,GSOR301081,NSF-TV 89,Unknown,NSFTV89,IRGC117782,1882705,6.1,15,0,4,2,4,91,2,4.9,2.7,24.1,4,115,3,7.5,6.79,24
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301082,GSOR301082,Kiang-Chou-Chiu,,NSFTV90,IRGC117784,1882706,7,20,0,3,1,3,83,5,5.4,2.6,27.79,5,127,9,8.1,,
